year	month	day	Taver	Tmax	Tmin	precp	labels
7793	1979	3	3	-12.6	-8.2	-16.4	0.1	1979
7794	1979	3	4	-14.9	-9.6	-19.8	0.1	1979
7795	1979	3	5	-14.5	-8.5	-20.6	0.1	1979
7796	1979	3	6	-15.6	-9.6	-21.8	0.1	1979
7797	1979	3	7	-15.6	-9.6	-22.7	0.1	1979
7798	1979	3	8	-13	-7.6	-20.2	0.2	1979
7799	1979	3	9	-10.2	-5.5	-17.2	0	1979
7800	1979	3	10	-6.7	-3.2	-8.5	0.1	1979
7801	1979	3	11	-12.8	-6.9	-17.8	0.1	1979
7802	1979	3	12	-15.3	-9.9	-19.2	0.1	1979
7803	1979	3	13	-12.3	-6.5	-16.9	0	1979
7804	1979	3	14	-16.4	-8	-20.4	0.1	1979
7805	1979	3	15	-14.8	-8.5	-20.2	0	1979
7806	1979	3	16	-8.3	-1.2	-15.8	0	1979
7807	1979	3	17	-4.7	2.2	-11.1	0	1979
7808	1979	3	18	-2.8	0.7	-5.6	0	1979
7809	1979	3	19	-5.7	-2	-10.4	0.2	1979
7810	1979	3	20	-11.1	-4.2	-16.2	0.1	1979
7811	1979	3	21	-9.2	-2.2	-18	0	1979
7812	1979	3	22	-0.8	4.8	-6.8	0	1979
7813	1979	3	23	-3.5	2.2	-7.7	0	1979
7814	1979	3	24	-1.6	5.2	-8.5	0	1979
7815	1979	3	25	3.8	7.9	0	0.1	1979
7816	1979	3	26	-1.8	5.7	-3.9	0.1	1979
7817	1979	3	27	-9.2	-1.4	-13.4	0.1	1979
7818	1979	3	28	-10.4	-3.8	-15.9	0.1	1979
7819	1979	3	29	-7	-4	-10.9	0	1979
7820	1979	3	30	-12.5	-6	-16.2	0.1	1979
7821	1979	3	31	-9.9	-1.3	-17.2	0	1979
7822	1979	4	1	-1.2	6.5	-7.9	0	1979
7823	1979	4	2	2.9	9.5	-4.6	0	1979
7824	1979	4	3	4.8	10.4	0	0	1979
7825	1979	4	4	4.9	12.7	-0.6	0	1979
7826	1979	4	5	-5.9	8.4	-9.6	1.2	1979
7827	1979	4	6	-7.3	-0.4	-13.1	0.1	1979
7828	1979	4	7	-2.8	4.3	-9.9	0	1979
7829	1979	4	8	2.6	5.7	-0.3	1.8	1979
7830	1979	4	9	-2.8	3.4	-7.4	0.1	1979
7831	1979	4	10	-8.8	2.3	-14.5	0	1979
7832	1979	4	11	-10	-4.8	-14.4	0	1979
7833	1979	4	12	-4.9	0.7	-10.5	0	1979
7834	1979	4	13	3.2	9.9	-2.2	0	1979
7835	1979	4	14	7.5	16	-0.6	0	1979
7836	1979	4	15	6.6	13.5	2.3	5.4	1979
7837	1979	4	16	5.7	12.8	1.5	0.1	1979
7838	1979	4	17	11.5	18.5	4.7	0.3	1979
7839	1979	4	18	13.6	22.4	8.1	0	1979
7840	1979	4	19	6.9	13.3	4.2	0.2	1979
7841	1979	4	20	5	10.4	0.4	0	1979
7842	1979	4	21	7.1	12.3	2.4	0.1	1979
7843	1979	4	22	9.7	17.2	2.5	0	1979
7844	1979	4	23	11.5	19.5	4	0	1979
7845	1979	4	24	12.7	20.2	4.3	0.1	1979
7846	1979	4	25	10.7	18.3	8.3	4.2	1979
7847	1979	4	26	6.5	12	1.1	0	1979
7848	1979	4	27	6.3	11	3.6	0.4	1979
7849	1979	4	28	4.1	11.3	-2.6	0	1979
7850	1979	4	29	5.9	13.8	-1	0	1979
7851	1979	4	30	10.3	18.9	0.7	0	1979
7852	1979	5	1	12.7	21.2	4.5	0	1979
7853	1979	5	2	14	21.4	5.2	0	1979
7854	1979	5	3	11	18.8	5.3	0	1979
7855	1979	5	4	10	17.7	2	0	1979
7856	1979	5	5	12.3	19.9	4.1	0	1979
7857	1979	5	6	8.5	18.8	1.6	0	1979
7858	1979	5	7	10.7	19.8	2.7	0	1979
7859	1979	5	8	14.8	24.1	5.4	0	1979
7860	1979	5	9	16.1	24.4	8.6	0	1979
7861	1979	5	10	13.8	21.4	9.1	0	1979
7862	1979	5	11	12.1	17.8	8.6	0	1979
7863	1979	5	12	7.6	11.4	3.6	0	1979
7864	1979	5	13	6.1	12.5	-0.3	0	1979
7865	1979	5	14	10.3	18.4	0.7	0	1979
7866	1979	5	15	17	25.2	8.2	0	1979
7867	1979	5	16	20.9	28	9.5	0	1979
7868	1979	5	17	20.3	29.4	9.4	0	1979
7869	1979	5	18	21.7	28.4	14.3	0	1979
7870	1979	5	19	15.9	26.3	12.2	9.8	1979
7871	1979	5	20	9.6	14.5	7.3	1.6	1979
7872	1979	5	21	9.2	14.9	5	4.2	1979
7873	1979	5	22	15.9	23.8	9.8	0.1	1979
7874	1979	5	23	20.4	27.8	10.2	0	1979
7875	1979	5	24	22.3	30.5	13.5	0	1979
7876	1979	5	25	19.7	28	13.1	0	1979
7877	1979	5	26	14.5	22.3	9.5	3.1	1979
7878	1979	5	27	14.2	18.5	8.5	0	1979
7879	1979	5	28	12.9	17.6	10.2	0.1	1979
7880	1979	5	29	13.6	19.7	7.9	0.1	1979
7881	1979	5	30	15.1	21	10.7	0.1	1979
7882	1979	5	31	13.7	20.2	10.2	2.1	1979
7883	1979	6	1	9.2	14.7	5.3	0	1979
7884	1979	6	2	11.4	18.1	2.8	0	1979
7885	1979	6	3	18.2	26.4	8.1	0	1979
7886	1979	6	4	22.1	30	12.3	0	1979
7887	1979	6	5	20.3	29.4	12.5	0.1	1979
7888	1979	6	6	19.5	28.2	10.7	0	1979
7889	1979	6	7	23.6	32.7	13	0	1979
7890	1979	6	8	21.6	30.4	15.5	0.1	1979
7891	1979	6	9	20.9	28.7	16	0.1	1979
7892	1979	6	10	20.9	29.1	13.4	0.1	1979
7893	1979	6	11	19.2	29.3	15.7	2.2	1979
7894	1979	6	12	16.7	22.4	10.4	0.2	1979
7895	1979	6	13	18.4	26.9	12	0	1979
7896	1979	6	14	19.7	25	14.8	0	1979
7897	1979	6	15	19.1	23.6	15.9	0.1	1979
7898	1979	6	16	21.2	27.3	16	0.1	1979
7899	1979	6	17	21.1	29	13.5	0	1979
7900	1979	6	18	19.6	25.3	13.8	2.1	1979
7901	1979	6	19	21.1	28.6	11.3	0	1979
7902	1979	6	20	21.3	29	13.5	0	1979
7903	1979	6	21	22	29.3	13.7	0	1979
7904	1979	6	22	23.8	30.4	16	0	1979
7905	1979	6	23	25.3	31.7	15.7	0	1979
7906	1979	6	24	25	33.1	17.4	0.1	1979
7907	1979	6	25	26.2	32.8	17.4	0	1979
7908	1979	6	26	25.5	34.3	17.8	0	1979
7909	1979	6	27	24.1	30.2	18.9	0.8	1979
7910	1979	6	28	21.7	27.8	16.3	0.1	1979
7911	1979	6	29	16.9	24.3	11.8	0	1979
7912	1979	6	30	18.3	24.5	11.9	0	1979
7913	1979	7	1	22.1	28.5	13.5	0	1979
7914	1979	7	2	21.9	30.7	15.4	0.1	1979
7915	1979	7	3	19.7	25	15.5	0.1	1979
7916	1979	7	4	19.9	27	11.8	0	1979
7917	1979	7	5	20.6	28.9	15.1	3.6	1979
7918	1979	7	6	22.7	31.6	14.6	0.1	1979
7919	1979	7	7	22.7	29.4	16.2	0.1	1979
7920	1979	7	8	21.7	28.6	15.4	0	1979
7921	1979	7	9	17.8	27.2	13.5	2.3	1979
7922	1979	7	10	17.5	23.2	13.1	1.4	1979
7923	1979	7	11	19.9	26.9	14	0	1979
7924	1979	7	12	22.8	28.9	15.1	0.1	1979
7925	1979	7	13	22.3	28	17.1	0	1979
7926	1979	7	14	21.1	26.7	16.7	0.1	1979
7927	1979	7	15	20.3	27.4	14	0	1979
7928	1979	7	16	22.5	29.5	14.6	0	1979
7929	1979	7	17	25.1	32.8	16.9	0	1979
7930	1979	7	18	25.8	33.2	18	0	1979
7931	1979	7	19	25.4	33.4	18.1	0	1979
7932	1979	7	20	26.5	33.9	18.7	0	1979
7933	1979	7	21	23	30.3	18	1.7	1979
7934	1979	7	22	21.2	30.1	14.7	0.1	1979
7935	1979	7	23	21.5	26.9	15.4	0	1979
7936	1979	7	24	21.8	28.2	16	0	1979
7937	1979	7	25	22.7	29.8	16.3	0	1979
7938	1979	7	26	23.4	30.2	16.5	0	1979
7939	1979	7	27	24.4	32.8	17.1	0	1979
7940	1979	7	28	25.5	35.2	18.9	0	1979
7941	1979	7	29	26.7	35.5	20	0.4	1979
7942	1979	7	30	25.2	34	20	0.1	1979
7943	1979	7	31	25.3	31.6	17.4	0	1979
7944	1979	8	1	23.1	31.7	15.1	0.1	1979
7945	1979	8	2	25.2	33.2	15.9	0	1979
7946	1979	8	3	28.6	36.1	19.5	0	1979
7947	1979	8	4	21.6	33.6	16.8	0.1	1979
7948	1979	8	5	19.7	27.6	11.3	0	1979
7949	1979	8	6	20.9	30.2	13.6	0	1979
7950	1979	8	7	22.9	31.5	14.7	0	1979
7951	1979	8	8	19.7	28.8	13	0	1979
7952	1979	8	9	20.6	27	13.3	0	1979
7953	1979	8	10	22.1	30.7	14.2	0	1979
7954	1979	8	11	23.9	32.2	16.2	0	1979
7955	1979	8	12	24.9	33	16.3	0	1979
7956	1979	8	13	23	29.8	16.5	0.1	1979
7957	1979	8	14	22.7	30.7	13.6	0	1979
7958	1979	8	15	23.2	31.5	15.4	0.1	1979
7959	1979	8	16	24.8	34	14.9	0	1979
7960	1979	8	17	27.2	35.8	17.6	0	1979
7961	1979	8	18	23.8	33.9	18.7	0.1	1979
7962	1979	8	19	17.8	24.8	12.6	0.1	1979
7963	1979	8	20	15.4	21.4	10.8	0.1	1979
7964	1979	8	21	18	25	10.4	0.4	1979
7965	1979	8	22	15.8	23.7	10.1	0.4	1979
7966	1979	8	23	15.6	21.3	9	0.1	1979
7967	1979	8	24	12.8	18.2	6.9	0	1979
7968	1979	8	25	12.4	20.6	3.5	0	1979
7969	1979	8	26	16.4	24.5	7.6	0	1979
7970	1979	8	27	20.2	27.2	12.6	0.1	1979
7971	1979	8	28	17	25.5	11.7	0.1	1979
7972	1979	8	29	11.5	18.1	5.8	0	1979
7973	1979	8	30	13.8	22	4.9	0	1979
7974	1979	8	31	18	27.7	9.1	0	1979
7975	1979	9	1	20.2	28.1	11.1	0	1979
7976	1979	9	2	17	25.2	10.7	0	1979
7977	1979	9	3	15.8	21.7	8.3	0	1979
7978	1979	9	4	15.4	24.5	5.7	0	1979
7979	1979	9	5	18.3	24.7	9.2	0	1979
7980	1979	9	6	18.7	26.1	10.6	0	1979
7981	1979	9	7	19.1	23.7	12.4	0.1	1979
7982	1979	9	8	17.7	23.6	12	9.7	1979
7983	1979	9	9	14.6	21.9	8	0	1979
7984	1979	9	10	12	18	5.5	0.1	1979
7985	1979	9	11	10.1	17.8	2.2	0	1979
7986	1979	9	12	12.7	20.2	3.3	0	1979
7987	1979	9	13	15.3	23.1	6.8	0	1979
7988	1979	9	14	14.2	20.1	11.4	4.3	1979
7989	1979	9	15	15.4	20	10.6	0.3	1979
7990	1979	9	16	12.9	18.8	10.9	2	1979
7991	1979	9	17	10.7	17.4	3.3	0	1979
7992	1979	9	18	11.7	18.9	5.3	0	1979
7993	1979	9	19	13.9	22.5	6	0	1979
7994	1979	9	20	17	24.2	8.8	0	1979
7995	1979	9	21	16.8	25.6	7.9	0	1979
7996	1979	9	22	16.6	26	9	0	1979
7997	1979	9	23	18.3	25.8	11.5	0	1979
7998	1979	9	24	12.3	22	8.2	4.1	1979
7999	1979	9	25	11.8	17.2	8.1	0	1979
8000	1979	9	26	11.7	18.4	5.7	0	1979
8001	1979	9	27	11.9	18.9	4.6	0	1979
8002	1979	9	28	13.2	17.2	10	0.2	1979
8003	1979	9	29	9.6	14.4	6.2	0.1	1979
8004	1979	9	30	12.3	18.4	4.4	0	1979
8005	1979	10	1	14.4	21.4	7.4	0	1979
8006	1979	10	2	14	22.7	5.8	0	1979
8007	1979	10	3	15.1	22.9	8.1	0	1979
8008	1979	10	4	17	23.2	9.6	0	1979
8009	1979	10	5	17.1	24.2	8.4	0	1979
8010	1979	10	6	16.9	24.3	9.1	0	1979
8011	1979	10	7	6.7	20.3	4.1	4.4	1979
8012	1979	10	8	6	10.7	3.7	5.6	1979
8013	1979	10	9	9.6	15.8	5.3	2.2	1979
8014	1979	10	10	6.8	10.7	4	0.5	1979
8015	1979	10	11	4.9	9.2	0.7	0.7	1979
8016	1979	10	12	6.1	11.3	1.7	0	1979
8017	1979	10	13	3.4	9.3	-0.1	2.2	1979
8018	1979	10	14	-2.2	1.2	-4.8	0.1	1979
8019	1979	10	15	-3.1	1.7	-7.1	0	1979
8020	1979	10	16	1.4	4.9	-2.2	0	1979
8021	1979	10	17	4.5	9.5	0.8	0	1979
8022	1979	10	18	5.4	9.6	1.6	0.1	1979
8023	1979	10	19	2.9	10.2	-3	0	1979
8024	1979	10	20	7.8	15.6	1.7	0	1979
8025	1979	10	21	8.1	12.7	3.5	0.1	1979
8026	1979	10	22	7.9	13	4.8	6.5	1979
8027	1979	10	23	7.5	10.5	4.9	0.8	1979
8028	1979	10	24	9.3	14.5	4.6	2.3	1979
8029	1979	10	25	11	16.9	5.3	0	1979
8030	1979	10	26	12.4	17.4	7.4	0.4	1979
8031	1979	10	27	10.7	17	4.9	0.3	1979
8032	1979	10	28	12.2	17	7.4	0.1	1979
8033	1979	10	29	10.3	14.4	8.3	1	1979
8034	1979	10	30	5.5	8.5	4.1	2.1	1979
8035	1979	10	31	3.9	6.2	2.1	0.1	1979
8036	1979	11	1	3.8	5.9	0.3	8.8	1979
8037	1979	11	2	-3.5	0.7	-5	0.1	1979
8038	1979	11	3	-3.5	0.2	-7	0	1979
8039	1979	11	4	1.7	6.6	-1.9	0	1979
8040	1979	11	5	4.2	8.4	1.3	0	1979
8041	1979	11	6	2.5	5.1	0.8	0.1	1979
8042	1979	11	7	-4.2	1.2	-8.2	1.5	1979
8043	1979	11	8	-14.4	-7.9	-17	0.1	1979
8044	1979	11	9	-14.9	-10.5	-18.3	0	1979
8045	1979	11	10	-12	-8.2	-14.9	0.1	1979
8046	1979	11	11	-8.8	-4.1	-11.7	0	1979
8047	1979	11	12	-5.4	-0.6	-8.3	0	1979
8048	1979	11	13	-7.4	-4.1	-11.5	0.3	1979
8049	1979	11	14	-7.3	-4.6	-9.8	3	1979
8050	1979	11	15	-11.2	-7.5	-14.4	0.1	1979
8051	1979	11	16	-13.2	-8.8	-17.5	0	1979
8052	1979	11	17	-7.9	-4.2	-12.4	0	1979
8053	1979	11	18	-7.6	-5.5	-10.9	0	1979
8054	1979	11	19	-9.9	-6.4	-14.3	0.8	1979
8055	1979	11	20	-14.2	-11.6	-16.7	2	1979
8056	1979	11	21	-16.2	-11.8	-20.7	0.1	1979
8057	1979	11	22	-14.6	-11.2	-16.9	0	1979
8058	1979	11	23	-15.5	-12	-18.5	0	1979
8059	1979	11	24	-11.9	-7	-16.4	0	1979
8060	1979	11	25	-9.7	-6.8	-11.4	0	1979
8061	1979	11	26	-10.8	-7.2	-14	0	1979
8062	1979	11	27	-8.9	-3.1	-12.7	0	1979
8063	1979	11	28	-8.4	-5.3	-11.2	0.2	1979
8064	1979	11	29	-9.3	-8.2	-12.4	0.1	1979
8065	1979	11	30	-2.8	0.8	-9.7	0	1979
8066	1979	12	1	-1.2	0.9	-3.6	0	1979
8067	1979	12	2	-3.5	0.7	-5.5	0	1979
8068	1979	12	3	-3.5	-0.5	-5.4	0.1	1979
8069	1979	12	4	-4.6	-2.5	-6.6	0.1	1979
8070	1979	12	5	-4.1	-3	-5	1.6	1979
8071	1979	12	6	-4.4	-2.9	-5.5	2.3	1979
8072	1979	12	7	-5.5	-1.5	-8.4	0.1	1979
8073	1979	12	8	-7.1	-4.1	-9.9	0	1979
8074	1979	12	9	-5.3	0	-9.2	0	1979
8075	1979	12	10	-3.2	-0.8	-6.9	0	1979
8076	1979	12	11	-5.3	-2.1	-7.9	0	1979
8077	1979	12	12	-6	-3.5	-11.2	0	1979
8078	1979	12	13	-8	-4.8	-10.4	0	1979
8079	1979	12	14	-9.6	-3.2	-15.2	0	1979
8080	1979	12	15	-13.6	-7.6	-17.2	0	1979
8081	1979	12	16	-14	-10.5	-16.6	0	1979
8082	1979	12	17	-16.2	-13.4	-19.3	0	1979
8083	1979	12	18	-17.3	-15.8	-20.2	0.1	1979
8084	1979	12	19	-21.7	-18.5	-25	0.1	1979
8085	1979	12	20	-23.1	-18.7	-25.8	0	1979
8086	1979	12	21	-22.3	-18.5	-25.3	0	1979
8087	1979	12	22	-19.4	-14.7	-22.6	0	1979
8088	1979	12	23	-17.3	-13.8	-21.2	0	1979
8089	1979	12	24	-19.7	-15.4	-22.1	0	1979
8090	1979	12	25	-17	-14.2	-18.6	0	1979
8091	1979	12	26	-18.7	-15.5	-23.3	0	1979
8092	1979	12	27	-15.9	-12.2	-20.4	0	1979
8093	1979	12	28	-13.1	-10.1	-15.4	0	1979
8094	1979	12	29	-15.2	-12.7	-18.9	0.3	1979
8095	1979	12	30	-10.5	-6.5	-17.3	0	1979
8096	1979	12	31	-8.9	-4.5	-14	2	1979
8097	1980	1	1	-15.4	-12	-20.1	0.1	1980
8098	1980	1	2	-19.8	-18.3	-22.3	0.2	1980
8099	1980	1	3	-20.1	-16	-26.1	0	1980
8100	1980	1	4	-19.4	-14.2	-22.7	0.1	1980
8101	1980	1	5	-23	-20.6	-25.9	0	1980
8102	1980	1	6	-18.3	-13.5	-23	0	1980
8103	1980	1	7	-20.6	-15.7	-24	0	1980
8104	1980	1	8	-15.8	-11.7	-20.2	0	1980
8105	1980	1	9	-14.2	-11.9	-16.8	0.5	1980
8106	1980	1	10	-10.9	-7.8	-15.4	0.5	1980
8107	1980	1	11	-10.9	-8.2	-12.8	1.7	1980
8108	1980	1	12	-15	-12.3	-17.9	0.1	1980
8109	1980	1	13	-11.6	-9.8	-15.3	0	1980
8110	1980	1	14	-9.7	-7	-11.9	0.1	1980
8111	1980	1	15	-9.1	-5.5	-12.4	0	1980
8112	1980	1	16	-10.9	-8.6	-15.1	0.8	1980
8113	1980	1	17	-16.5	-13.9	-19.2	0.1	1980
8114	1980	1	18	-16.3	-12.9	-20	0	1980
8115	1980	1	19	-11.4	-3.9	-15.8	0	1980
8116	1980	1	20	-13.5	-8.9	-17.2	0	1980
8117	1980	1	21	-13.3	-9.7	-16.8	0	1980
8118	1980	1	22	-12.4	-8.2	-15.1	0	1980
8119	1980	1	23	-10.9	-6.8	-13.4	0	1980
8120	1980	1	24	-12.6	-7.4	-17.7	2	1980
8121	1980	1	25	-15.4	-13.5	-19	0.1	1980
8122	1980	1	26	-21.2	-16.2	-23.6	0.1	1980
8123	1980	1	27	-26.2	-22.4	-29.2	0	1980
8124	1980	1	28	-26.1	-19.4	-30.3	0	1980
8125	1980	1	29	-20.6	-11.2	-28.9	0	1980
8126	1980	1	30	-15.6	-12.1	-20.5	0	1980
8127	1980	1	31	-18.1	-11.5	-22.2	0	1980
8128	1980	2	1	-21.1	-15.5	-25	0	1980
8129	1980	2	2	-21.9	-15.4	-27	0	1980
8130	1980	2	3	-19.5	-14	-24.6	0	1980
8131	1980	2	4	-15.3	-6.8	-19.2	0	1980
8132	1980	2	5	-21.6	-14.6	-25.4	0	1980
8133	1980	2	6	-20.9	-15.4	-24.7	0	1980
8134	1980	2	7	-16.2	-8.3	-22	0	1980
8135	1980	2	8	-17.5	-10.7	-21.5	0	1980
8136	1980	2	9	-18.2	-13.5	-22.3	0	1980
8137	1980	2	10	-18.5	-14.6	-21.3	0	1980
8138	1980	2	11	-20.1	-14.1	-24.3	0	1980
8139	1980	2	12	-16.4	-9.8	-21.3	0	1980
8140	1980	2	13	-9.2	-4	-15.8	0	1980
8141	1980	2	14	-4	0.7	-9.4	0	1980
8142	1980	2	15	-7.2	-2.9	-10.6	0	1980
8143	1980	2	16	-7.3	-3.4	-10	0	1980
8144	1980	2	17	-4.6	-2.8	-7.4	1	1980
8145	1980	2	18	-6.1	-1.5	-7.7	0.1	1980
8146	1980	2	19	-6.5	0.9	-11.3	0.1	1980
8147	1980	2	20	-3.8	0	-6.5	0	1980
8148	1980	2	21	-8.4	-4.8	-11.4	0	1980
8149	1980	2	22	-6.2	-3.1	-8.7	0.1	1980
8150	1980	2	23	-3.8	1.2	-7.3	0.1	1980
8151	1980	2	24	-6.8	-1.6	-9.8	0.1	1980
8152	1980	2	25	-6	-3.4	-8.6	0.2	1980
8153	1980	2	26	-7.9	-5.5	-10.9	2.5	1980
8154	1980	2	27	-12	-8.1	-14.9	0.2	1980
8155	1980	2	28	-16.3	-10.4	-20.2	0.2	1980
8156	1980	2	29	-15.5	-9.9	-20.3	0	1980
8157	1980	3	1	-16.1	-9	-21.2	0	1980
8158	1980	3	2	-14.3	-7.1	-20.3	0	1980
8159	1980	3	3	-5.6	1.8	-15.9	0	1980
8160	1980	3	4	-6.5	-1	-13.9	0	1980
8161	1980	3	5	-4	0.6	-7	0.1	1980
8162	1980	3	6	-3.1	0.1	-5.2	0.1	1980
8163	1980	3	7	-10.4	-2	-12.8	0.7	1980
8164	1980	3	8	-17.7	-11.9	-21.9	0.1	1980
8165	1980	3	9	-20.1	-15	-24.4	0.2	1980
8166	1980	3	10	-21	-15.3	-25.3	0.1	1980
8167	1980	3	11	-19.6	-12.6	-25.7	0.1	1980
8168	1980	3	12	-18.1	-12	-22.9	0	1980
8169	1980	3	13	-11.6	-4.1	-18.1	0	1980
8170	1980	3	14	-7.7	-2	-15.6	0	1980
8171	1980	3	15	-9	-2.8	-14.5	0	1980
8172	1980	3	16	-5.4	-2.7	-8	0.1	1980
8173	1980	3	17	-5.5	-2.2	-9.3	0.1	1980
8174	1980	3	18	-8.1	-2.3	-14	0	1980
8175	1980	3	19	-8.1	-0.6	-15.2	0	1980
8176	1980	3	20	-8.8	0.1	-14.8	0	1980
8177	1980	3	21	-6.2	1	-12	0	1980
8178	1980	3	22	-3.2	4.3	-8.6	0	1980
8179	1980	3	23	-1.7	4.6	-5.9	0	1980
8180	1980	3	24	0.2	7.4	-5.9	0	1980
8181	1980	3	25	3.1	7.9	-0.7	0	1980
8182	1980	3	26	-0.1	4.5	-2.5	7.3	1980
8183	1980	3	27	-6.8	-2.3	-10	3.1	1980
8184	1980	3	28	-11	-5.6	-16.4	0.1	1980
8185	1980	3	29	-6.9	-3.3	-10.2	0.2	1980
8186	1980	3	30	-7.5	-2	-15	0	1980
8187	1980	3	31	-3.5	3.1	-10.4	0	1980
8188	1980	4	1	2	3.9	-1.6	0	1980
8189	1980	4	2	-0.2	2.9	-1	1.8	1980
8190	1980	4	3	-4.2	-0.2	-8.4	0.1	1980
8191	1980	4	4	-5.6	0.7	-11.3	0	1980
8192	1980	4	5	-0.9	6.6	-8.2	0	1980
8193	1980	4	6	1.2	5	-1.9	2.6	1980
8194	1980	4	7	1.7	4.6	-0.9	2.4	1980
8195	1980	4	8	4.1	9.4	0	1.1	1980
8196	1980	4	9	3.5	7.6	-0.3	4.5	1980
8197	1980	4	10	-0.1	3.9	-1.7	0.3	1980
8198	1980	4	11	0.1	5.2	-3.6	0.1	1980
8199	1980	4	12	2.7	8.3	-2.5	0	1980
8200	1980	4	13	7	14.7	-0.5	0	1980
8201	1980	4	14	10.3	18.9	1	0	1980
8202	1980	4	15	14.5	22.4	4.7	0	1980
8203	1980	4	16	15.5	22.7	6.5	0	1980
8204	1980	4	17	8.7	20.4	3	0.3	1980
8205	1980	4	18	8	16	-1	0	1980
8206	1980	4	19	11.1	16.9	5.3	0	1980
8207	1980	4	20	8.1	14.9	1.2	0	1980
8208	1980	4	21	5.9	13.2	-0.5	0	1980
8209	1980	4	22	5.6	12.6	-0.9	0	1980
8210	1980	4	23	7.1	13.9	0.5	0	1980
8211	1980	4	24	7.9	13.9	2.8	0	1980
8212	1980	4	25	8.3	16.7	1.7	0	1980
8213	1980	4	26	8.4	14.7	2.4	0	1980
8214	1980	4	27	9.9	18.5	1.2	0	1980
8215	1980	4	28	12.7	20.9	2.9	0	1980
8216	1980	4	29	14.4	19.9	7	0	1980
8217	1980	4	30	10.9	17.2	7.2	6.9	1980
8218	1980	5	1	6.9	11.4	3.6	3.5	1980
8219	1980	5	2	5	10	-0.4	0	1980
8220	1980	5	3	8.1	15.6	-0.1	0	1980
8221	1980	5	4	12.3	18.3	4.4	0	1980
8222	1980	5	5	14.5	21.1	8.1	0	1980
8223	1980	5	6	15.3	23.9	6	0	1980
8224	1980	5	7	19.3	26	12.4	0	1980
8225	1980	5	8	18.7	27.3	8.7	0	1980
8226	1980	5	9	19.4	30	8.6	0	1980
8227	1980	5	10	16.9	24.2	11.3	0.5	1980
8228	1980	5	11	19.4	27.4	10.7	0	1980
8229	1980	5	12	16.3	26.7	12	4.3	1980
8230	1980	5	13	16.4	23.3	9.8	0	1980
8231	1980	5	14	17.2	25.5	8.9	0	1980
8232	1980	5	15	19.6	26.7	11.4	0	1980
8233	1980	5	16	21.6	27.5	14.6	0	1980
8234	1980	5	17	19.1	25.9	12	0	1980
8235	1980	5	18	19.4	26.2	12.4	0	1980
8236	1980	5	19	17.1	23.5	12.1	0	1980
8237	1980	5	20	19.2	27.4	11.6	0	1980
8238	1980	5	21	19.4	27.1	12	2.8	1980
8239	1980	5	22	16.9	22.4	12.4	0.8	1980
8240	1980	5	23	16.3	23.9	9.8	0	1980
8241	1980	5	24	18.5	27.3	8.8	0	1980
8242	1980	5	25	23.8	31.6	14.1	0	1980
8243	1980	5	26	27	34.3	17	0	1980
8244	1980	5	27	23	32.1	18.6	0.1	1980
8245	1980	5	28	15.1	20.2	11.1	0.1	1980
8246	1980	5	29	12.6	18.2	4.9	0	1980
8247	1980	5	30	15.4	22.4	4.3	0	1980
8248	1980	5	31	19.2	25.4	12.3	0	1980
8249	1980	6	1	20.7	27	11.9	0	1980
8250	1980	6	2	16.4	24	13.6	1.5	1980
8251	1980	6	3	16.3	21.9	10.5	0.6	1980
8252	1980	6	4	16.4	24.2	8	0	1980
8253	1980	6	5	15.9	23	9.3	5.8	1980
8254	1980	6	6	10.9	16.5	5.6	8.3	1980
8255	1980	6	7	13.5	20.5	7	0.1	1980
8256	1980	6	8	16.2	23.1	9	0.1	1980
8257	1980	6	9	19.9	26.8	11.6	0	1980
8258	1980	6	10	20	26.8	13.8	0.2	1980
8259	1980	6	11	18	22.9	13.6	1.8	1980
8260	1980	6	12	16.9	21.6	12.3	10.8	1980
8261	1980	6	13	17.7	24.4	10.4	0	1980
8262	1980	6	14	19.8	26.9	11.8	0	1980
8263	1980	6	15	22	29.7	13.3	0	1980
8264	1980	6	16	23.6	31.1	15.1	0	1980
8265	1980	6	17	22.6	30.9	15.3	0	1980
8266	1980	6	18	23.2	30.7	16.2	0	1980
8267	1980	6	19	25.6	32.7	15.9	0	1980
8268	1980	6	20	26.6	33.5	18.2	0	1980
8269	1980	6	21	25.3	34.1	19	0	1980
8270	1980	6	22	23	30.9	17.5	0.1	1980
8271	1980	6	23	24.4	32.2	16.3	0	1980
8272	1980	6	24	24	31.5	19.4	0.1	1980
8273	1980	6	25	19.7	27.3	15.4	0.2	1980
8274	1980	6	26	19	24.6	13.5	3.9	1980
8275	1980	6	27	18.1	24.7	13.8	1.7	1980
8276	1980	6	28	15.2	19.7	10.1	1.8	1980
8277	1980	6	29	14.7	17.5	11.7	0.1	1980
8278	1980	6	30	14.1	19.5	7.9	0.5	1980
8279	1980	7	1	16.7	24.9	9.9	0	1980
8280	1980	7	2	20.6	28.2	13.6	0	1980
8281	1980	7	3	23.2	30.9	13.9	0	1980
8282	1980	7	4	25.4	32.9	15	0	1980
8283	1980	7	5	26.6	34.2	16.6	0	1980
8284	1980	7	6	25.2	34.3	15.8	0	1980
8285	1980	7	7	24.1	32.3	15.8	0	1980
8286	1980	7	8	25.3	32.6	17.6	0	1980
8287	1980	7	9	24.6	31.9	16.9	0	1980
